customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2282-YGNOR,Female,0,No,No,29,Yes,DSL,One year,No,Credit card (automatic),58,1734.5,No
9233-PSYHO,Female,1,No,No,45,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),100.15,4459.8,No
5376-PCKNB,Male,0,Yes,Yes,72,Yes,Fiber optic,One year,Yes,Credit card (automatic),104.45,7459,No
4060-LDNLU,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,No,Electronic check,96.2,639.7,No
8327-LZKAS,Female,1,Yes,No,43,Yes,Fiber optic,One year,Yes,Electronic check,107.55,4533.9,Yes
5887-IKKYO,Male,0,Yes,Yes,58,Yes,Fiber optic,Two year,No,Bank transfer (automatic),94.35,5563.65,No
3858-XHYJO,Female,0,Yes,No,40,Yes,Fiber optic,One year,No,Bank transfer (automatic),105.75,4228.55,No
2056-EVGZL,Male,0,Yes,Yes,68,Yes,Fiber optic,One year,No,Credit card (automatic),105.75,7322.5,No
5366-IJEQJ,Male,0,No,No,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.7,1761.45,Yes
6233-HXJMX,Female,0,No,No,45,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,No
5902-WBLSE,Female,0,Yes,Yes,70,Yes,No,Two year,Yes,Credit card (automatic),20.15,1411.2,No
3338-CVVEH,Male,0,No,No,12,Yes,Fiber optic,Month-to-month,No,Electronic check,94.55,1173.55,No
8485-GJCDN,Female,1,No,No,5,Yes,Fiber optic,Month-to-month,Yes,Mailed check,69.05,318.5,Yes
4393-GEADV,Male,0,Yes,Yes,70,Yes,Fiber optic,Two year,No,Credit card (automatic),114.75,7842.3,No
4560-WQAQW,Female,0,No,No,59,Yes,DSL,One year,No,Bank transfer (automatic),68.7,4070.95,No
9591-YVTEB,Male,1,No,No,55,No,DSL,Month-to-month,Yes,Electronic check,44.85,2479.05,No
9309-BZGNT,Male,1,Yes,No,69,No,DSL,One year,Yes,Credit card (automatic),29.8,2134.3,No
8075-GXIUB,Male,1,Yes,No,9,Yes,No,One year,No,Credit card (automatic),19.85,183.15,No
2885-HIJDH,Male,0,Yes,Yes,69,Yes,DSL,Two year,No,Bank transfer (automatic),86.9,6194.1,No
6507-DTJZV,Male,0,No,Yes,13,Yes,DSL,Month-to-month,No,Credit card (automatic),66.4,831.75,No
7673-BQGKU,Female,0,Yes,Yes,69,Yes,No,Two year,No,Bank transfer (automatic),20.15,1337.5,No
2725-IWWBA,Male,0,Yes,Yes,46,Yes,DSL,One year,No,Mailed check,56.9,2560.1,No
1061-PNTHC,Female,0,Yes,Yes,56,Yes,Fiber optic,Month-to-month,Yes,Mailed check,109.6,5953,No
6574-MCOEH,Female,0,Yes,Yes,33,Yes,DSL,One year,Yes,Electronic check,79.15,2531.4,No
3049-SOLAY,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.2,292.85,Yes
3235-ETOOB,Male,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.5,609.9,Yes
8821-XNHVZ,Female,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,80.05,80.05,Yes
9839-ETQOE,Male,0,No,Yes,43,No,DSL,Month-to-month,Yes,Electronic check,40.45,1912.85,No
9027-TMATR,Female,0,Yes,No,43,Yes,DSL,Two year,Yes,Electronic check,78.8,3460.3,No
5940-NFXKV,Male,0,Yes,Yes,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes
6171-ZTVYB,Male,0,Yes,No,43,Yes,DSL,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No
1470-PSXNM,Male,0,Yes,Yes,49,Yes,Fiber optic,One year,Yes,Electronic check,93.65,4520.15,No
1213-NGCUN,Female,0,No,No,6,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes
2498-XLDZR,Female,0,Yes,Yes,32,Yes,DSL,Two year,No,Mailed check,73.6,2316.85,No
7718-UPSKJ,Female,0,Yes,No,69,Yes,Fiber optic,One year,Yes,Credit card (automatic),106.4,7251.9,No
8731-WBBMB,Female,0,Yes,No,26,Yes,DSL,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,No
2894-QOJRX,Female,0,Yes,No,25,No,DSL,Month-to-month,Yes,Bank transfer (automatic),34,853,Yes
5747-PMBSQ,Male,1,Yes,No,10,Yes,Fiber optic,Month-to-month,Yes,Mailed check,92.5,934.1,Yes
9441-QHEVC,Male,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,19.1,19.1,No
4254-QPEDE,Female,0,Yes,No,52,No,DSL,Two year,No,Credit card (automatic),66.25,3330.1,No
0771-CHWSK,Male,0,No,No,66,Yes,DSL,Two year,Yes,Credit card (automatic),74.6,4798.4,No
9788-HNGUT,Male,0,Yes,No,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),116.95,8594.4,No
8992-OBVDG,Male,0,No,No,21,Yes,DSL,Month-to-month,No,Mailed check,61.65,1393.6,No
1460-UZPRJ,Male,0,Yes,No,60,Yes,No,Two year,No,Mailed check,19.95,1258.15,No
6082-GLJIX,Male,0,No,No,18,Yes,No,Month-to-month,No,Mailed check,19.25,331.35,No
5143-EGQFK,Female,1,No,No,10,No,DSL,Month-to-month,Yes,Electronic check,29.65,291.4,Yes
4919-IKATY,Male,0,Yes,Yes,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.5,453.75,Yes
0485-ZBSLN,Male,0,Yes,Yes,65,Yes,No,Two year,No,Credit card (automatic),24.75,1715.1,No
3810-PJUHR,Male,0,Yes,Yes,70,Yes,No,Two year,No,Mailed check,25.35,1715.15,No
0847-HGRML,Male,0,No,Yes,62,Yes,No,Two year,No,Bank transfer (automatic),20,1250.1,No
8232-CTLKO,Female,0,Yes,Yes,66,Yes,DSL,Two year,Yes,Electronic check,59.75,3996.8,No
2786-GCDPI,Female,1,No,No,50,Yes,Fiber optic,Month-to-month,Yes,Electronic check,104.95,5222.35,No
8065-YKXKD,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.75,799.65,Yes
8313-KTIHG,Male,0,No,No,4,Yes,DSL,Month-to-month,Yes,Electronic check,61.3,249.4,No
6229-UOLQL,Male,0,Yes,Yes,56,No,DSL,One year,Yes,Mailed check,52,2884.9,No
9701-CDXHR,Female,0,Yes,No,51,Yes,Fiber optic,Month-to-month,No,Mailed check,69.15,3649.6,No
5118-MUEYH,Female,0,Yes,No,48,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,No
2379-ENZGV,Male,0,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.85,523.5,Yes
4067-HLYQI,Female,0,No,No,33,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,No
8910-ICHIU,Female,0,No,No,46,Yes,Fiber optic,One year,Yes,Credit card (automatic),95.65,4664.2,No
7932-WPTDS,Female,1,Yes,No,1,No,DSL,Month-to-month,Yes,Electronic check,24.8,24.8,Yes
8630-QSGXK,Male,0,Yes,No,51,Yes,DSL,Two year,Yes,Bank transfer (automatic),75.2,3901.25,No
2455-USLMV,Female,0,No,No,31,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),84.75,2613.4,No
9488-FVZCC,Female,0,Yes,Yes,72,Yes,DSL,Two year,Yes,Bank transfer (automatic),79.5,5661.7,No
1597-FZREH,Female,0,No,No,2,Yes,DSL,Month-to-month,No,Electronic check,76.4,160.8,Yes
7879-CGSFV,Male,0,No,No,55,Yes,Fiber optic,One year,Yes,Mailed check,100.9,5552.05,No
4456-RHSNB,Female,0,Yes,Yes,19,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),49.6,962.9,No
2481-SBOYW,Female,0,No,Yes,61,Yes,No,Two year,Yes,Credit card (automatic),25,1498.35,No
1833-TCXKK,Male,0,Yes,No,45,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,No
1832-PEUTS,Male,0,Yes,Yes,62,Yes,Fiber optic,Two year,Yes,Credit card (automatic),89.1,5411.65,No
6141-OOXUQ,Male,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,19.65,19.65,Yes
1696-HXOWK,Female,0,Yes,No,71,Yes,Fiber optic,One year,No,Mailed check,95.65,6856.95,No
2506-TNFCO,Female,1,Yes,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.55,69.55,Yes
2657-VPXTA,Female,0,Yes,Yes,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.85,929.45,No
9289-LBQVU,Male,0,Yes,No,64,Yes,DSL,One year,Yes,Mailed check,70.15,4480.7,No
3002-WQZWT,Female,0,No,No,29,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.2,1993.25,No
1114-CENIM,Male,0,No,Yes,54,Yes,DSL,Month-to-month,Yes,Credit card (automatic),55,3092.65,Yes
8990-ZXLSU,Female,0,No,No,9,Yes,Fiber optic,Month-to-month,No,Electronic check,69.05,651.5,No
8473-VUVJN,Male,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.65,73.65,Yes
5536-SLHPM,Female,0,Yes,No,55,Yes,Fiber optic,Month-to-month,Yes,Electronic check,77.75,4458.15,Yes
4419-UJMUS,Male,0,Yes,Yes,69,Yes,Fiber optic,Two year,Yes,Electronic check,99.35,6856.45,No
7794-JASDG,Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Mailed check,50.75,50.75,No
7609-YBPXG,Male,0,No,No,54,Yes,DSL,Two year,No,Bank transfer (automatic),87.1,4735.2,No
5519-TEEUH,Male,0,No,Yes,33,Yes,No,One year,Yes,Mailed check,20.15,682.15,No
7856-GANIL,Male,1,Yes,No,45,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),98.7,4525.8,No
0196-VULGZ,Female,1,Yes,No,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.35,474.9,Yes
2696-NARTR,Male,0,No,No,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.85,926.25,Yes
1976-CFOCS,Female,1,Yes,No,1,Yes,DSL,Month-to-month,No,Electronic check,46,46,Yes
4631-OACRM,Male,1,No,No,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.4,1156.1,Yes
4776-XSKYQ,Female,0,Yes,Yes,12,No,DSL,One year,No,Credit card (automatic),30.25,368.85,No
0248-PGHBZ,Female,1,No,No,67,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),92.45,6140.85,No
6923-EFPNL,Male,0,No,No,4,Yes,DSL,Month-to-month,No,Credit card (automatic),51.75,201.1,Yes
7472-EQOAV,Male,1,Yes,Yes,71,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),86.7,6179.35,No
9574-RKJIF,Male,0,Yes,Yes,30,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.4,2838.7,Yes
8034-RYTVV,Female,0,No,No,55,Yes,Fiber optic,One year,Yes,Credit card (automatic),84.25,4589.85,No
3863-QSTYI,Male,0,No,No,59,Yes,DSL,Month-to-month,Yes,Electronic check,64.65,3735.45,No
5985-BEHZK,Female,1,Yes,No,72,Yes,Fiber optic,One year,No,Credit card (automatic),105,7578.05,No
9127-QRZMH,Male,0,Yes,No,44,Yes,DSL,One year,Yes,Bank transfer (automatic),59.85,2603.95,No
5919-VCZYM,Male,0,No,No,2,Yes,No,Month-to-month,No,Mailed check,20.05,42.7,No
2137-DQMEV,Male,0,Yes,Yes,68,No,DSL,One year,No,Mailed check,44.8,2983.65,No
9279-CJEOJ,Female,1,No,No,21,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,No
6646-JPPHA,Female,1,No,No,14,Yes,Fiber optic,Month-to-month,No,Electronic check,78.85,1043.8,No
0329-GTIAJ,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,97.9,315.3,Yes
2302-OUZXB,Male,0,Yes,No,72,Yes,DSL,Two year,No,Bank transfer (automatic),82.15,5784.3,No
8133-ANHHJ,Female,1,No,No,49,Yes,Fiber optic,One year,No,Bank transfer (automatic),103,5166.2,No
0013-EXCHZ,Female,1,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Mailed check,83.9,267.4,Yes
9107-UKCKY,Male,0,Yes,No,61,Yes,DSL,One year,Yes,Electronic check,79.8,4914.8,No
4654-ULTTN,Male,0,Yes,No,70,Yes,DSL,Two year,Yes,Credit card (automatic),74.8,5315.8,No
5550-VFRLC,Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.85,69.85,Yes
1492-KGETH,Male,0,Yes,Yes,70,Yes,DSL,One year,No,Bank transfer (automatic),78.35,5445.95,No
4929-BSTRX,Female,0,No,No,1,Yes,DSL,Month-to-month,Yes,Mailed check,53.55,53.55,Yes
8215-NGSPE,Female,0,Yes,Yes,42,Yes,No,Two year,No,Mailed check,20,833.55,No
7601-DHFWZ,Female,0,No,No,48,Yes,No,Two year,No,Credit card (automatic),24,1183.05,No
6330-JKLPC,Male,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,Yes
1707-HABPF,Female,1,No,No,46,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),91.3,4126.35,No
1794-HBQTJ,Female,0,No,No,1,Yes,DSL,Month-to-month,Yes,Credit card (automatic),48.6,48.6,Yes
8049-WJCLQ,Male,0,Yes,Yes,10,Yes,DSL,Month-to-month,No,Mailed check,60.2,563.5,No
3301-VKTGC,Male,0,Yes,Yes,68,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),85.5,5696.6,No
9555-SAHUZ,Female,0,Yes,Yes,38,Yes,DSL,Month-to-month,No,Electronic check,54.5,2076.05,No
9932-WBWIK,Male,0,No,No,11,Yes,No,Month-to-month,No,Mailed check,20.35,215.25,No
6424-ELEYH,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),74.75,229.5,Yes
4462-CYWMH,Male,1,Yes,No,62,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),89.8,5629.55,No
5028-HTLJB,Male,1,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.05,20.05,Yes
9801-GDWGV,Female,0,No,No,39,Yes,Fiber optic,Month-to-month,Yes,Electronic check,103.45,3994.45,Yes
6542-LWGXJ,Male,0,Yes,No,3,No,DSL,Month-to-month,No,Mailed check,25,78.25,No
2320-JRSDE,Female,0,Yes,Yes,1,Yes,No,Month-to-month,Yes,Electronic check,19.9,19.9,Yes
9444-JTXHZ,Male,0,Yes,No,1,Yes,Fiber optic,Month-to-month,No,Electronic check,76.2,76.2,Yes
6147-CBCRA,Female,0,Yes,No,33,Yes,No,Month-to-month,No,Mailed check,20.05,669.45,No
6047-SUHPR,Male,0,Yes,Yes,39,Yes,DSL,One year,No,Electronic check,59.8,2343.85,No
4471-KXAUH,Female,0,Yes,No,42,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.3,3588.4,Yes
9752-ZNQUT,Female,0,No,No,1,Yes,DSL,Month-to-month,Yes,Electronic check,48.6,48.6,No
3096-GKWEB,Male,0,Yes,No,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.75,1691.9,No
2824-MYYBN,Female,0,Yes,Yes,37,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.25,3314.15,No
0875-CABNR,Female,1,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),84.6,865.55,Yes
1217-VASWC,Male,1,Yes,No,43,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),100.55,4304,No
6370-ZVHDV,Female,0,Yes,No,61,Yes,No,Two year,No,Bank transfer (automatic),25.3,1554.9,No
5915-DGNVC,Female,0,Yes,No,49,Yes,DSL,One year,No,Electronic check,71.8,3472.05,No
6260-XLACS,Male,0,No,No,4,Yes,No,One year,No,Mailed check,19.7,117.8,No
9103-CXVOK,Male,0,Yes,Yes,1,Yes,No,Month-to-month,No,Electronic check,19.75,19.75,No
4797-AXPXK,Female,0,No,Yes,1,Yes,DSL,Month-to-month,Yes,Electronic check,60,60,Yes
3841-CONLJ,Female,0,Yes,No,1,No,DSL,Month-to-month,No,Electronic check,35,35,No
4369-HTUIF,Male,1,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,Yes
0983-TATYJ,Female,0,Yes,No,33,Yes,DSL,One year,Yes,Mailed check,51.45,1758.9,No
1813-JYWTO,Female,0,Yes,No,72,Yes,Fiber optic,Two year,No,Bank transfer (automatic),80.45,5737.6,No
0156-FVPTA,Male,0,Yes,No,22,Yes,DSL,Month-to-month,Yes,Electronic check,54.2,1152.7,Yes
5196-SGOAK,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.7,75.7,Yes
4537-DKTAL,Female,0,No,No,2,Yes,DSL,Month-to-month,No,Electronic check,45.55,84.4,No
7072-MBHEV,Female,1,Yes,Yes,11,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),78.1,864.85,No
5602-BVFMK,Female,0,No,No,12,Yes,No,One year,No,Mailed check,19.3,228.75,No
1891-UAWWU,Female,1,Yes,No,20,Yes,Fiber optic,Month-to-month,No,Electronic check,90.8,1951,Yes
1089-XZWHH,Female,0,Yes,Yes,24,Yes,No,Two year,Yes,Mailed check,19.7,494.05,No
9648-BCHKM,Female,0,Yes,Yes,18,Yes,No,Two year,Yes,Credit card (automatic),24.65,471.35,No
2888-ADFAO,Female,0,Yes,Yes,47,Yes,No,Two year,Yes,Bank transfer (automatic),21.3,1041.8,No
3374-LXDEV,Female,0,No,No,13,Yes,Fiber optic,Month-to-month,No,Electronic check,89.4,1132.35,Yes
1580-BMCMR,Male,1,No,No,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,87.3,1637.3,No
4817-KEQSP,Female,0,Yes,Yes,71,Yes,No,Two year,No,Bank transfer (automatic),19.85,1326.35,No
8749-CLJXC,Male,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.05,20.05,No
5135-GRQJV,Male,1,Yes,No,72,Yes,Fiber optic,Two year,Yes,Mailed check,114.5,8331.95,No
2384-OVPSA,Female,1,No,No,38,Yes,No,Two year,No,Mailed check,20.2,735.9,No
4817-QRJSX,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),81,818.05,Yes
9730-DRTMJ,Male,0,Yes,No,32,Yes,DSL,One year,Yes,Credit card (automatic),72.8,2333.05,No
2398-YPMUR,Female,1,Yes,No,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.15,916.75,Yes
0932-YIXYU,Female,0,No,No,47,Yes,No,Two year,No,Credit card (automatic),20.25,1029.8,No
7480-SPLEF,Male,0,Yes,Yes,69,Yes,No,Two year,Yes,Bank transfer (automatic),26,1796.55,No
1431-CYWMH,Female,0,Yes,Yes,22,Yes,No,Month-to-month,No,Bank transfer (automatic),19.05,454.05,No
5937-EORGB,Male,1,Yes,No,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.5,1392.25,No
4583-PARNH,Male,1,Yes,No,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.55,1540.05,No
0716-BQNDX,Male,1,No,No,57,Yes,Fiber optic,Two year,No,Electronic check,93.75,5625.55,No
1265-XTECC,Female,1,Yes,No,68,Yes,Fiber optic,One year,Yes,Credit card (automatic),96.55,6581.9,Yes
1183-CANVH,Female,0,Yes,No,23,Yes,DSL,One year,No,Bank transfer (automatic),60,1347.15,No
8679-LZBMD,Male,0,Yes,No,44,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),90.65,3974.15,No
0289-IVARM,Female,0,No,No,35,Yes,DSL,Month-to-month,No,Electronic check,60.55,1982.6,No
2805-AUFQN,Female,0,No,No,25,Yes,No,Two year,No,Credit card (automatic),19.8,475.2,No
0980-PVMRC,Female,0,Yes,Yes,40,No,DSL,Month-to-month,Yes,Electronic check,50.85,2036.55,No
7048-GXDAY,Male,0,No,No,39,Yes,Fiber optic,Month-to-month,Yes,Electronic check,106.4,4040.65,No
8066-POXGX,Female,0,No,No,13,No,DSL,Month-to-month,Yes,Electronic check,35.1,446.1,Yes
8695-ARGXZ,Male,1,Yes,No,34,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.55,2425.4,No
4143-OOBWZ,Male,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.3,416.3,Yes
1555-HAPSU,Female,0,Yes,Yes,71,Yes,No,Two year,No,Credit card (automatic),23.9,1663.5,No
1697-NVVGY,Male,1,Yes,No,19,Yes,DSL,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,No
2419-FSORS,Male,0,Yes,No,72,Yes,Fiber optic,Two year,Yes,Electronic check,108.4,7719.5,No
6754-LZUKA,Male,0,Yes,No,61,Yes,DSL,Two year,No,Bank transfer (automatic),80.9,4932.5,No
9867-NNXLC,Female,0,No,No,22,Yes,No,Month-to-month,Yes,Mailed check,20.05,470.2,No
1363-TXLSL,Male,1,Yes,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.3,70.3,Yes
6933-VLYFX,Male,0,Yes,Yes,31,No,DSL,One year,No,Electronic check,59.95,1848.8,No
6754-WKSHP,Male,0,No,Yes,30,Yes,No,One year,No,Bank transfer (automatic),25.35,723.3,No
6017-PPLPX,Male,0,Yes,Yes,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.45,1470.95,Yes
4976-LNFVV,Male,1,Yes,No,19,No,DSL,Month-to-month,Yes,Credit card (automatic),34.3,577.15,No
5055-MGMGF,Female,0,Yes,No,65,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.05,6914.95,No
2077-MPJQO,Male,1,Yes,No,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.4,533.05,No
2905-KFQUV,Female,0,Yes,No,2,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),70.4,154.8,No
0281-CNTZX,Male,0,Yes,No,63,Yes,No,Two year,Yes,Bank transfer (automatic),19.95,1234.8,No
4118-CEVPF,Female,1,No,No,35,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),110.8,3836.3,No
0378-NHQXU,Female,0,Yes,Yes,17,Yes,Fiber optic,Month-to-month,No,Electronic check,88.25,1460.65,Yes
8241-JUIQO,Female,0,No,No,61,Yes,No,One year,No,Bank transfer (automatic),19.45,1336.35,No
4512-ZUIYL,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),70,153.05,Yes
4550-EVXNY,Female,0,No,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.65,69.65,Yes
2122-YWVYA,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.4,1380.4,No
2968-SSGAA,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.6,1060.2,Yes
4844-JJWUY,Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86,86,Yes
6777-TGHTM,Female,0,No,No,53,Yes,Fiber optic,One year,Yes,Credit card (automatic),106.95,5785.5,Yes
6603-YRDCJ,Male,0,Yes,No,33,Yes,DSL,Two year,Yes,Mailed check,61.05,2018.4,No
1709-EJDOX,Female,0,Yes,Yes,47,Yes,No,Two year,No,Mailed check,19.75,948.9,No
9693-XMUOB,Male,1,Yes,No,59,No,DSL,Month-to-month,Yes,Electronic check,50.25,2997.45,No
3549-ZTMNH,Male,0,Yes,Yes,12,Yes,No,Two year,Yes,Bank transfer (automatic),24,269.65,No
1635-NZATJ,Male,1,Yes,No,71,Yes,No,Two year,No,Credit card (automatic),25.45,1789.65,No
1628-BIZYP,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85,85,No
4786-UKSNZ,Male,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.2,20.2,Yes
5343-SGUBI,Female,0,No,No,52,Yes,Fiber optic,One year,Yes,Mailed check,80.2,4297.6,No
8035-PWSEV,Female,0,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.25,487.05,No
1840-BIUOG,Male,0,No,No,20,Yes,DSL,One year,Yes,Electronic check,68.7,1416.2,No
1356-MKYSK,Male,0,No,No,6,Yes,DSL,Month-to-month,No,Credit card (automatic),78.65,483.3,No
6080-LNESI,Male,0,No,No,51,Yes,No,Two year,No,Mailed check,24.75,1234.6,No
5828-DWPIL,Male,1,Yes,No,62,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.1,5618.3,No
4712-AUQZO,Male,0,No,No,18,No,DSL,Month-to-month,No,Mailed check,33.6,550.35,No
7240-ETPTR,Female,0,Yes,No,9,No,DSL,Month-to-month,Yes,Electronic check,48.75,442.2,Yes
8421-WZOOW,Female,1,Yes,Yes,57,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),95.3,5567.45,No
5816-QVHRX,Female,0,No,No,37,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),100.3,3541.4,No
7395-XWZOY,Male,0,No,No,20,No,DSL,Month-to-month,Yes,Credit card (automatic),55,1165.55,No
6859-RKMZJ,Male,0,Yes,No,11,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,No
4673-KKSLS,Female,0,No,No,31,Yes,Fiber optic,Month-to-month,No,Electronic check,87.6,2724.25,No
9800-OUIGR,Male,0,Yes,Yes,66,Yes,No,Two year,No,Credit card (automatic),20,1374.2,No
2324-EFHVG,Male,0,No,No,64,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),104.4,6692.65,No
7094-MSZAO,Male,0,Yes,Yes,10,Yes,No,Month-to-month,Yes,Credit card (automatic),20.05,218.5,No
0239-OXEXL,Female,0,No,No,46,Yes,Fiber optic,Month-to-month,No,Mailed check,84.25,3847.6,No
2675-IJRGJ,Male,0,No,No,53,Yes,No,Two year,No,Bank transfer (automatic),19.65,978,No
5567-WSELE,Male,1,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.6,279.55,Yes
9661-ACXBS,Female,0,No,No,42,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.2,4400.75,Yes
0442-TDYUO,Male,0,Yes,No,48,Yes,No,Two year,Yes,Mailed check,20.05,1036,No
6733-LRIZX,Male,0,No,No,35,Yes,Fiber optic,Two year,Yes,Electronic check,108.95,4025.5,No
3727-RJMEO,Male,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.85,460.25,Yes
3779-OSWCF,Female,0,Yes,No,71,Yes,DSL,Two year,No,Credit card (automatic),93.2,6506.15,No
6736-DHUQI,Female,0,Yes,Yes,67,Yes,Fiber optic,One year,No,Bank transfer (automatic),84.8,5598.3,No
3752-CQSJI,Female,0,Yes,Yes,13,Yes,No,Month-to-month,Yes,Mailed check,20.45,254.5,No
2027-OAQQC,Female,0,No,No,43,No,DSL,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,Yes
7353-YOWFP,Female,0,No,No,7,Yes,No,One year,No,Mailed check,20.25,129.15,No
8008-ESFLK,Female,0,Yes,No,53,Yes,Fiber optic,One year,No,Electronic check,110.5,5835.5,No
7537-CBQUZ,Male,1,No,No,63,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,No
1555-DJEQW,Female,0,Yes,Yes,70,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),114.2,7723.9,Yes
4750-UKWJK,Female,1,Yes,No,37,Yes,No,One year,No,Mailed check,19.6,727.8,No
